hostname,GPU,algorithm,point_count,query_count,k,dim,block_size,items_per_thread,items_per_thread2,items_per_thread3,deg,time,slowdown,category
ampere01,L40,fused-cache,2097152,512,32,4,1,4,8,2,1,0.0022285598,1.0000631389310926,other
ampere01,L40,fused-cache,2097152,512,32,8,1,4,8,2,1,0.0031149962,1.0,other
ampere01,L40,fused-cache,2097152,512,32,16,1,4,8,2,1,0.0059836353,1.0308992463363977,other
ampere01,L40,fused-cache,2097152,512,64,4,1,4,8,2,1,0.002178705,1.0,other
ampere01,L40,fused-cache,2097152,512,64,8,1,4,8,2,1,0.0030709984,1.001099384380605,other
ampere01,L40,fused-cache,2097152,512,64,16,1,4,8,2,1,0.0059247847,1.0067666181237422,other
ampere01,L40,fused-cache,2097152,512,128,4,1,4,8,2,1,0.0022061325,1.0,other
ampere01,L40,fused-cache,2097152,512,128,8,1,4,8,2,1,0.0031561757000000005,1.0089984479999752,other
ampere01,L40,fused-cache,2097152,512,128,16,1,4,8,2,1,0.0060659649,1.0344765257568238,other
ampere01,L40,fused-cache,2097152,512,256,4,1,4,8,2,1,0.0022347809,1.0,other
ampere01,L40,fused-cache,2097152,512,256,8,1,4,8,2,1,0.0031340338000000003,1.000027569065135,other
ampere01,L40,fused-cache,2097152,512,256,16,1,4,8,2,1,0.0059765182,1.0,other
ampere01,L40,fused-cache,4194304,256,8,4,1,4,8,2,1,0.0044701496,1.0000995591520747,other
ampere01,L40,fused-cache,4194304,256,8,8,1,4,8,2,1,0.007201885600000001,1.0286084520450895,other
ampere01,L40,fused-cache,4194304,256,8,16,1,4,8,2,1,0.011736182500000001,1.0531179271659319,other
ampere01,L40,fused-cache,4194304,256,16,4,1,4,8,2,1,0.0043971857,1.0,other
ampere01,L40,fused-cache,4194304,256,16,8,1,4,8,2,1,0.0071375798,1.0257146039619718,other
ampere01,L40,fused-cache,4194304,256,16,16,1,4,8,2,1,0.0116674466,1.0560296364137811,other
ampere01,L40,fused-cache,4194304,256,32,4,1,4,8,2,1,0.0043260539,1.0002997393426163,other
ampere01,L40,fused-cache,4194304,256,32,8,1,4,8,2,1,0.0070766808,1.0232562497576219,other
ampere01,L40,fused-cache,4194304,256,32,16,1,4,8,2,1,0.0116086491,1.0562977014061594,other
ampere01,L40,fused-cache,4194304,256,64,4,1,4,8,2,1,0.0042590491000000005,1.0002103024184004,other
ampere01,L40,fused-cache,4194304,256,64,8,1,4,8,2,1,0.0070143096,1.0,other
ampere01,L40,fused-cache,4194304,256,64,16,1,4,8,2,1,0.011555678599999999,1.046376239260491,other
ampere01,L40,fused-cache,4194304,256,128,4,1,4,8,2,1,0.0042785406,1.0,other
ampere01,L40,fused-cache,4194304,256,128,8,1,4,8,2,1,0.0073760448,1.0268484004671075,other
